gene_ID,DRR016125,DRR016126,DRR016127,DRR016128,DRR016129,DRR016130,DRR016131,DRR016132,DRR016133,DRR016134,DRR016135,DRR016136,DRR016137,DRR016138,DRR016139,DRR016140
AT4G19239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19350,3,11,0,5,2,3,7,5,1,0,2,3,2,0,1,0
AT4G19360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19370,2,2,1,0,0,0,0,2,2,2,0,1,0,0,0,0
AT4G19380,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AT4G19390,4,3,3,0,3,14,0,0,2,0,5,0,1,8,4,0
AT4G19395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19410,74,54,25,20,60,24,35,14,82,12,42,21,50,20,36,28
AT4G19420,9,11,0,7,7,5,4,1,13,9,2,8,9,4,2,1
AT4G19430,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
AT4G19440,0,0,0,0,2,1,0,1,0,2,0,0,1,0,0,0
AT4G19450,11,4,3,5,1,2,9,4,1,6,8,7,1,6,6,4
AT4G19452,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AT4G19460,2,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1
AT4G19470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19490,8,6,3,4,9,7,4,0,2,1,7,1,9,4,5,0
AT4G19500,3,0,1,5,4,8,3,7,6,2,3,3,3,1,1,3
AT4G19510,1,4,5,3,8,1,2,4,1,2,6,0,9,1,3,2
AT4G19520,3,6,13,0,0,7,5,3,2,1,6,1,2,2,4,1
AT4G19530,9,14,5,2,12,9,7,3,12,10,4,7,13,0,0,0
AT4G19540,0,1,1,1,1,3,0,1,1,0,2,0,2,1,2,1
AT4G19550,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
AT4G19560,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AT4G19570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AT4G19600,2,16,0,0,6,5,2,8,7,10,4,6,3,4,3,3
AT4G19610,2,0,5,1,4,1,3,0,2,1,2,2,1,0,3,1
AT4G19620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19640,20,28,12,9,25,38,27,16,20,34,29,17,23,17,18,14
AT4G19645,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
AT4G19650,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1
AT4G19660,4,2,0,1,1,1,1,0,1,3,0,2,0,0,0,1
AT4G19670,2,7,2,6,7,12,3,5,6,2,3,4,8,3,1,1
AT4G19680,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19690,0,1,4,13,0,0,2,8,0,0,10,12,1,1,2,17
AT4G19700,7,23,1,0,11,18,3,1,8,4,3,0,15,2,7,4
AT4G19710,1,4,4,5,2,5,16,6,2,2,7,5,7,1,13,7
AT4G19720,0,5,0,0,0,0,0,0,0,0,0,0,4,1,0,0
AT4G19730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19810,2,24,5,6,18,8,1,1,10,15,1,5,3,15,2,1
AT4G19820,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
AT4G19829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AT4G19830,6,2,6,3,1,1,13,4,1,1,6,3,3,1,8,16
AT4G19840,27,41,33,29,32,50,17,41,51,31,20,46,40,21,11,30
AT4G19850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19860,19,82,21,14,33,83,28,23,36,51,25,17,42,44,25,14
AT4G19865,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
AT4G19870,0,7,0,1,1,0,0,0,2,1,5,1,0,0,0,0
AT4G19880,9,20,1,10,15,20,2,12,16,12,8,16,3,11,3,8
AT4G19890,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
AT4G19900,0,1,0,0,0,1,3,3,0,1,0,2,1,0,1,2
AT4G19902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19950,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0
AT4G19960,1,1,14,3,6,2,7,5,4,8,8,0,3,4,4,2
AT4G19970,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
AT4G19980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19985,0,4,4,2,2,6,3,1,2,1,0,2,1,0,0,4
AT4G19990,3,3,3,0,1,2,1,1,0,0,3,0,0,0,1,1
AT4G20000,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AT4G20006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20010,2,1,1,2,1,2,2,4,3,4,2,9,1,0,5,1
AT4G20020,3,4,2,17,2,1,1,3,8,6,4,14,9,1,5,6
AT4G20030,1,4,2,1,0,1,0,1,5,0,0,0,5,2,1,0
AT4G20040,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AT4G20050,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AT4G20060,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
AT4G20070,5,7,5,14,11,6,3,3,8,9,10,10,18,9,13,3
AT4G20080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20090,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AT4G20095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20110,6,5,2,1,5,2,0,0,7,3,2,1,8,7,3,3
AT4G20115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20130,3,3,2,13,14,9,7,2,17,1,3,16,11,1,5,5
AT4G20140,1,2,2,1,2,8,3,1,0,0,0,0,0,1,4,1
AT4G20150,14,27,28,15,28,23,17,28,22,16,30,54,32,8,21,21
AT4G20160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20170,0,10,1,8,2,3,1,4,12,1,4,9,3,2,7,2
AT4G20180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AT4G20240,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,5
AT4G20250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20260,98,198,23,20,111,191,34,25,118,150,37,27,94,103,38,20
AT4G20270,2,6,12,6,2,8,3,8,7,4,3,8,2,6,2,0
AT4G20280,5,4,6,3,2,6,2,1,3,6,5,7,5,2,5,6
AT4G20290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20300,2,6,8,8,6,3,1,4,10,7,2,6,3,3,0,8
AT4G20310,0,1,0,1,0,0,2,0,0,1,0,1,0,0,1,1
AT4G20320,3,1,7,4,2,0,1,2,0,1,3,5,1,0,1,4
AT4G20325,2,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0
AT4G20330,9,18,2,9,9,13,10,3,6,6,1,6,3,3,6,3
AT4G20340,0,1,0,4,1,3,1,1,1,1,0,1,1,1,1,5
AT4G20350,1,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
AT4G20360,173,81,181,308,153,116,192,347,270,50,258,396,219,56,171,283
AT4G20362,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
AT4G20365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20380,14,7,11,8,9,15,12,11,1,14,15,4,11,21,13,15
AT4G20390,1,1,2,1,0,4,0,0,3,0,1,0,2,0,0,1
AT4G20400,3,11,1,2,9,7,4,1,17,1,0,4,1,1,3,1
AT4G20410,11,9,0,1,16,13,2,5,5,9,0,4,3,4,6,0
AT4G20420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AT4G20430,1,0,1,1,0,0,0,1,1,0,0,2,0,1,0,0
AT4G20440,6,4,1,2,7,2,1,3,14,4,3,8,7,2,0,6
AT4G20450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20460,1,14,0,4,1,1,4,2,1,6,4,2,0,1,0,0
AT4G20470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20480,10,15,3,6,22,10,2,8,15,19,3,16,6,12,1,5
AT4G20490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20690,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
AT4G20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20720,0,1,0,0,1,0,0,1,0,0,6,3,2,1,1,0
AT4G20725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20730,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1
AT4G20740,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
AT4G20760,2,0,0,3,0,1,1,6,0,0,5,9,2,1,2,5
AT4G20770,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20780,1,1,0,0,6,1,0,1,1,0,0,0,4,0,0,0
AT4G20790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20820,0,0,0,0,1,0,0,2,4,1,1,1,1,0,1,6
AT4G20830,11,77,31,21,7,84,14,13,12,36,21,12,11,43,33,4
AT4G20840,1,1,2,3,2,4,1,7,0,1,5,6,1,4,5,0
AT4G20850,28,58,9,30,47,53,18,24,57,38,30,27,44,31,18,19
AT4G20860,14,51,1,13,10,43,0,2,20,20,1,2,13,12,2,6
AT4G20870,0,13,2,3,11,8,13,5,6,2,14,10,7,2,12,8
AT4G20880,6,7,3,4,1,5,3,1,2,10,6,1,1,4,0,0
AT4G20890,21,24,3,5,22,24,4,14,12,24,4,6,30,16,0,22
AT4G20900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20910,0,0,2,0,4,0,1,1,0,0,0,0,0,0,0,0
AT4G20920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20930,1,13,0,0,1,11,1,1,1,2,3,1,5,1,1,1
AT4G20940,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1
AT4G20960,3,1,2,3,4,0,1,6,0,4,1,6,2,0,0,4
AT4G20970,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0
AT4G20980,5,9,8,8,17,5,3,13,5,3,4,15,10,1,3,12
AT4G20990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21020,0,3,1,0,0,2,1,0,0,1,0,0,0,0,0,0
AT4G21030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21060,0,1,2,0,1,2,1,1,0,2,1,2,0,1,0,0
AT4G21065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21070,0,0,2,1,0,0,1,1,1,0,1,1,0,0,1,2
AT4G21080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21090,5,0,4,2,4,0,6,1,1,1,1,4,1,0,0,1
AT4G21100,2,0,3,1,4,1,2,3,2,2,1,1,5,0,10,1
AT4G21105,30,32,10,14,16,10,2,6,25,17,15,32,28,23,17,35
AT4G21110,14,7,18,7,17,15,19,0,17,12,21,12,25,3,26,2
AT4G21120,1,15,1,0,2,5,0,0,3,1,1,1,0,8,2,0
AT4G21130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21140,0,0,0,1,2,0,0,5,1,1,0,0,0,0,2,2
AT4G21150,14,8,7,13,10,8,8,6,7,9,2,13,8,1,7,7
AT4G21160,7,7,6,0,8,18,5,2,7,7,7,6,5,4,1,3
AT4G21170,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AT4G21180,7,11,1,4,5,3,5,1,4,2,9,4,5,4,6,4
AT4G21190,0,1,0,1,2,6,5,2,2,1,5,1,3,2,3,1
AT4G21192,1,1,0,4,5,1,3,0,3,0,6,3,2,1,2,2
AT4G21200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21210,14,8,16,41,11,10,25,28,27,3,18,37,16,3,8,33
AT4G21213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21215,9,7,1,1,4,6,0,1,1,2,0,1,3,0,4,3
AT4G21216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21220,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0
AT4G21230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21270,1,0,0,0,2,2,0,2,1,0,1,1,0,0,0,0
AT4G21280,224,113,218,360,293,189,240,341,375,105,374,569,306,146,240,280
AT4G21300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AT4G21310,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1
AT4G21320,0,1,0,0,1,4,0,0,1,1,0,0,1,1,0,0
AT4G21323,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
AT4G21326,1,0,0,2,1,3,1,1,0,3,0,2,0,2,0,0
AT4G21330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AT4G21350,4,1,0,3,1,4,3,1,1,1,4,1,2,0,1,2
AT4G21360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AT4G21380,1,1,1,0,4,2,0,0,0,1,1,0,0,0,1,0
AT4G21390,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0
AT4G21400,2,1,0,1,3,0,0,0,4,1,1,0,2,0,1,0
AT4G21410,2,1,3,0,3,0,0,3,8,0,0,1,5,0,1,0
AT4G21420,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
AT4G21430,0,1,0,1,1,1,6,0,1,2,0,0,1,1,1,0
AT4G21437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AT4G21440,0,46,8,0,0,18,2,2,0,19,12,0,0,13,1,0
AT4G21445,2,0,0,3,2,0,1,6,7,0,6,7,3,1,2,6
AT4G21450,20,47,20,20,53,38,46,7,49,30,30,7,26,21,36,11
AT4G21460,2,4,1,0,1,6,3,1,2,1,1,1,0,1,0,2
AT4G21470,4,10,2,6,4,11,7,5,6,9,1,8,1,4,10,2
AT4G21480,0,0,2,0,0,0,3,0,0,0,6,2,0,0,6,0
AT4G21490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
AT4G21510,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,1
AT4G21520,4,0,1,0,0,0,2,1,1,0,0,3,1,1,0,0
AT4G21530,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1
AT4G21534,1,2,8,1,3,5,0,1,4,4,0,0,1,1,2,0
AT4G21540,1,5,2,2,3,1,7,2,1,1,9,0,2,3,3,2
AT4G21550,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0
AT4G21560,3,11,3,0,1,18,7,0,1,14,5,3,0,3,6,0
AT4G21570,10,21,42,1,5,27,21,4,15,24,59,8,12,16,40,10
AT4G21580,3,28,15,10,6,42,11,5,18,19,20,11,9,25,8,2
AT4G21585,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
AT4G21590,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AT4G21595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21600,0,1,0,1,0,1,0,1,1,0,0,0,0,1,2,0
AT4G21605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21610,1,1,0,0,1,0,0,5,1,0,1,0,0,0,0,1
AT4G21620,7,7,2,5,9,24,1,9,12,7,4,0,8,8,11,2
AT4G21630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21650,0,71,1,11,9,87,5,4,1,23,2,6,2,31,4,6
AT4G21660,45,31,14,30,20,58,31,23,47,19,34,12,34,27,17,18
AT4G21670,2,2,2,1,0,0,1,2,2,0,2,2,5,1,2,0
AT4G21680,0,0,2,0,0,0,3,0,0,1,2,0,0,0,2,0
AT4G21690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21700,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,0
AT4G21705,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0
AT4G21710,16,24,11,3,14,30,6,15,26,17,8,9,7,7,9,8
AT4G21720,0,0,1,2,1,1,0,1,1,0,0,0,0,1,0,4
AT4G21730,0,0,0,0,4,0,0,0,4,0,0,0,1,4,0,0
AT4G21740,0,1,0,5,2,2,1,1,1,1,0,6,0,0,0,0
AT4G21745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21750,6,4,1,10,23,8,3,7,9,5,3,9,8,2,3,0
AT4G21760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT4G21770,1,1,0,2,0,0,1,5,0,0,1,5,3,1,0,5
AT4G21780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21790,16,29,4,1,17,23,5,7,14,11,21,7,27,14,13,2
AT4G21800,7,6,0,1,1,9,0,1,10,9,1,2,1,2,3,3
AT4G21810,29,25,23,6,9,31,27,1,18,23,25,13,10,10,20,7
AT4G21820,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0
AT4G21830,0,1,2,1,0,1,1,1,3,0,2,0,1,3,6,1
AT4G21840,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AT4G21850,31,13,4,4,23,16,4,2,33,2,0,4,16,14,0,1
AT4G21860,36,39,43,21,37,34,32,28,41,38,50,49,38,16,25,20
AT4G21865,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
AT4G21870,12,0,0,0,2,1,1,3,8,0,0,4,7,0,0,0
AT4G21880,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0
AT4G21890,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
AT4G21895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21900,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2
AT4G21902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21903,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AT4G21910,0,24,2,0,9,53,3,4,7,30,4,2,2,14,1,6
AT4G21920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21930,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
AT4G21940,0,0,0,1,0,1,0,1,0,1,3,1,0,0,0,1
AT4G21950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21960,294,234,130,265,446,271,99,235,524,196,152,344,513,243,127,211
AT4G21970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G21980,16,29,8,1,23,37,2,3,14,33,24,0,21,37,9,2
AT4G21990,0,9,6,48,2,9,5,60,9,6,10,54,7,9,9,22
AT4G22000,4,1,6,7,3,8,8,9,16,4,0,16,6,2,1,7
AT4G22010,15,1,1,13,8,9,1,15,6,2,1,12,11,1,1,14
AT4G22020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AT4G22030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22070,0,3,0,0,0,3,0,0,1,1,0,0,1,1,0,0
AT4G22080,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22120,2,2,0,4,3,4,0,4,0,0,2,3,0,0,7,3
AT4G22130,2,0,1,3,8,0,2,2,0,0,1,8,1,0,0,4
AT4G22140,1,1,6,8,15,2,3,1,2,4,1,1,4,2,5,3
AT4G22150,1,4,2,7,1,5,4,6,0,0,1,12,10,4,8,6
AT4G22160,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1
AT4G22165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22190,2,9,1,2,7,26,1,15,14,7,5,28,2,2,1,3
AT4G22200,0,1,8,4,0,5,2,5,0,2,14,10,1,2,1,5
AT4G22210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22212,4,0,0,0,5,1,1,0,4,0,0,0,3,0,4,5
AT4G22214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22220,12,52,50,40,30,52,57,29,32,26,63,37,36,25,34,23
AT4G22230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22240,24,123,73,31,34,105,90,55,44,65,115,45,26,72,89,20
AT4G22250,1,1,2,0,1,0,1,1,0,0,0,1,1,0,1,0
AT4G22260,4,7,7,4,5,11,5,1,3,2,2,1,6,1,9,2
AT4G22265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G22270,1,0,1,0,0,0,1,0,0,0,1,5,0,0,1,2
